a,b,c,d,r1,r2,
44.017, 801.123, 349.0, 580350.3291290001, -0.447, -17.754,
291.925, 962.407, 756.0, 43446.03364899999, -1.291, -2.005,
208.4, 834.804, 726.0, 91704.11841599992, -1.276, -2.729,
473.863, 968.16, 466.0, 54053.15359999996, -0.776, -1.267,
140.207, 886.219, 197.0, 674900.999961, -0.231, -6.09,
317.03, 906.223, 197.0, 571420.485729, -0.237, -2.621,
91.113, 501.854, 100.0, 215412.23731599998, -0.207, -5.301,
458.481, 915.693, 191.0, 488214.18624899996, -0.237, -1.761,
22.014, 676.072, 801.0, 386540.493184, -1.234, -29.477,
320.55, 871.341, 525.0, 86080.13828099996, -0.901, -1.817,
47.706, 613.679, 951.0, 195128.29104099993, -1.802, -11.062,
86.039, 570.703, 760.0, 64143.354208999954, -1.845, -4.788,
149.05, 923.594, 85.0, 802348.8768360001, -0.093, -6.103,
442.947, 894.238, 244.0, 367345.3286440001, -0.325, -1.694,
231.518, 572.268, 222.0, 121902.67982400005, -0.482, -1.99,
26.379, 317.592, 714.0, 25526.254463999998, -2.991, -9.048,
1.156, 756.716, 105.0, 572133.584656, -0.139, -654.46,
10.592, 253.43, 714.0, 33976.0129, -3.262, -20.664,
13.796, 288.032, 469.0, 57081.13702399998, -1.78, -19.098,
511.824, 792.101, 124.0, 373559.29020099994, -0.177, -1.371,
18.17, 225.006, 683.0, 987.2600359999997, -5.327, -7.056,
383.305, 965.911, 207.0, 615607.5199209999, -0.237, -2.283,
199.283, 999.648, 327.0, 738633.959904, -0.352, -4.664,
102.878, 829.655, 958.0, 294098.92302499997, -1.397, -6.668,
716.984, 956.673, 187.0, 378919.19692899997, -0.238, -1.096,
362.232, 944.196, 240.0, 543763.3664160001, -0.285, -2.321,
154.789, 499.362, 354.0, 30181.183044000034, -1.052, -2.174,
949.36, 413.901, 12.0, 125744.757801, -0.031, -0.405,
474.851, 754.614, 98.0, 383300.6969960001, -0.143, -1.446,
438.991, 839.891, 327.0, 131216.6638809999, -0.544, -1.369,
226.294, 755.664, 493.0, 124776.31289599999, -0.889, -2.45,
118.39, 592.873, 204.0, 254892.1541290001, -0.372, -4.636,
78.633, 920.703, 745.0, 613367.674209, -0.874, -10.834,
676.915, 337.982, 10.0, 87155.23232400001, -0.032, -0.468,
613.901, 927.226, 316.0, 83777.1910760001, -0.519, -0.991,
159.753, 731.388, 90.0, 477417.326544, -0.127, -4.452,
994.931, 768.432, 14.0, 534771.602624, -0.019, -0.754,
223.305, 711.081, 543.0, 20617.728561000025, -1.271, -1.914,
82.408, 936.73, 350.0, 762091.8929000001, -0.387, -10.98,
454.727, 973.094, 367.0, 279372.6968360002, -0.489, -1.651,
655.921, 951.143, 320.0, 65094.126448999974, -0.531, -0.92,
262.875, 716.138, 461.0, 28112.135044000053, -1.043, -1.681,
215.835, 476.918, 219.0, 38379.31872399998, -0.651, -1.559,
341.003, 836.46, 59.0, 619188.6236, -0.073, -2.38,
73.119, 870.272, 479.0, 617277.3499840001, -0.579, -11.324,
49.087, 243.571, 114.0, 36943.160040999996, -0.523, -4.439,
175.699, 785.007, 226.0, 457404.0940489999, -0.309, -4.159,
657.581, 484.412, 48.0, 108399.43374399998, -0.118, -0.619,
149.625, 233.792, 25.0, 39696.199264, -0.115, -1.447,
13.674, 276.788, 110.0, 70595.036944, -0.406, -19.836,
130.829, 453.84, 105.0, 151022.56559999997, -0.249, -3.22,
117.593, 985.31, 644.0, 667916.2281, -0.715, -7.664,
392.209, 591.799, 166.0, 89799.28040099994, -0.372, -1.136,
744.588, 794.827, 90.0, 363698.279929, -0.129, -0.939,
187.66, 478.352, 14.0, 218311.67590399997, -0.03, -2.519,
751.267, 849.142, 159.0, 243236.3241640001, -0.237, -0.893,
284.244, 684.926, 364.0, 55264.36147600005, -0.791, -1.618,
166.772, 786.172, 600.0, 217813.6135840001, -0.958, -3.756,
556.692, 998.53, 247.0, 447050.4648999999, -0.296, -1.497,
30.72, 438.641, 324.0, 152592.80688100003, -0.781, -13.497,
905.132, 867.259, 117.0, 328536.39708100003, -0.162, -0.796,
52.534, 259.204, 97.0, 46803.52161600001, -0.408, -4.526,
831.184, 900.616, 203.0, 136187.77145600005, -0.32, -0.764,
296.045, 299.307, 73.0, 3139.5402490000124, -0.411, -0.6,
427.981, 691.952, 261.0, 31985.406304000004, -0.599, -1.017,
148.183, 811.566, 103.0, 597587.976356, -0.13, -5.347,
296.3, 671.752, 246.0, 159691.54950399994, -0.459, -1.808,
515.981, 746.396, 76.0, 400248.76481599995, -0.11, -1.336,
434.375, 689.069, 264.0, 16116.086760999926, -0.647, -0.939,
239.158, 478.834, 51.0, 180493.767556, -0.113, -1.889,
122.619, 898.532, 661.0, 483155.1190240001, -0.83, -6.498,
59.469, 433.631, 655.0, 32227.064160999988, -2.137, -5.155,
605.0, 987.755, 389.0, 34279.94002500002, -0.663, -0.969,
34.703, 225.979, 242.0, 17474.004441000005, -1.351, -5.16,
120.397, 835.36, 134.0, 633293.5376, -0.164, -6.774,
547.509, 991.097, 216.0, 509225.487409, -0.253, -1.557,
237.261, 692.599, 352.0, 145629.88680100004, -0.655, -2.264,
135.046, 186.821, 36.0, 15455.462041000003, -0.231, -1.152,
52.112, 855.741, 280.0, 673927.219081, -0.334, -16.087,
34.876, 311.08, 578.0, 16137.454400000002, -2.639, -6.281,
464.091, 512.38, 32.0, 203129.6164, -0.066, -1.038,
708.744, 922.611, 36.0, 749151.921321, -0.04, -1.261,
53.38, 921.977, 463.0, 751181.8285289999, -0.518, -16.754,
248.561, 459.265, 165.0, 46874.08022499998, -0.488, -1.359,
353.4, 696.624, 118.0, 318480.19737600005, -0.187, -1.784,
210.324, 285.505, 3.0, 78989.21702499999, -0.011, -1.347,
95.708, 962.589, 564.0, 710660.3349210001, -0.625, -9.433,
27.238, 235.695, 425.0, 9247.533024999997, -2.561, -6.092,
196.7, 801.079, 726.0, 70510.76424099994, -1.361, -2.711,
639.896, 428.837, 43.0, 73839.060569, -0.123, -0.547,
185.853, 731.115, 345.0, 278052.003225, -0.548, -3.386,
48.832, 823.468, 720.0, 537463.3870239999, -0.925, -15.938,
477.321, 874.749, 356.0, 85480.70900100004, -0.61, -1.223,
67.935, 427.823, 392.0, 76510.43932899997, -1.113, -5.185,
469.222, 905.681, 357.0, 150209.05776100012, -0.552, -1.378,
257.021, 624.763, 253.0, 130223.55416900004, -0.513, -1.917,
61.306, 883.445, 354.0, 693665.7720250001, -0.413, -13.998,
24.522, 615.328, 638.0, 316048.403584, -1.084, -24.009,
21.351, 387.753, 509.0, 106881.75300899998, -1.424, -16.736,
115.539, 312.461, 78.0, 61583.708521000015, -0.278, -2.426,
11.969, 666.226, 438.0, 422887.39507599996, -0.665, -54.997,
26.3, 460.003, 108.0, 200241.16000899998, -0.238, -17.253,
43.401, 545.889, 846.0, 151125.81632099996, -1.81, -10.767,
740.708, 991.841, 115.0, 643022.889281, -0.128, -1.211,
276.687, 886.736, 324.0, 427714.38169599994, -0.421, -2.784,
92.048, 719.308, 849.0, 204808.99086399993, -1.449, -6.366,
162.546, 746.713, 751.0, 69292.12036899995, -1.487, -3.107,
2.052, 732.423, 73.0, 535844.266929, -0.1, -356.832,
45.759, 883.901, 557.0, 679329.9258009999, -0.652, -18.664,
314.088, 862.605, 428.0, 206368.73002499994, -0.65, -2.096,
294.39, 807.107, 326.0, 267537.14944899996, -0.492, -2.249,
623.818, 985.167, 148.0, 601253.761889, -0.168, -1.411,
97.411, 545.032, 215.0, 213286.42102400004, -0.427, -5.168,
205.512, 968.904, 283.0, 706135.377216, -0.313, -4.402,
125.85, 360.276, 92.0, 83485.99617600002, -0.283, -2.579,
54.444, 880.243, 660.0, 631095.579049, -0.788, -15.38,
61.065, 480.625, 128.0, 199735.110625, -0.276, -7.595,
184.148, 613.843, 341.0, 125625.35664899994, -0.704, -2.629,
41.511, 448.738, 107.0, 183599.084644, -0.244, -10.566,
385.089, 554.53, 22.0, 273615.68889999995, -0.041, -1.399,
169.805, 643.101, 59.0, 373504.91620100004, -0.094, -3.693,
312.195, 907.016, 103.0, 694053.684256, -0.118, -2.787,
540.43, 559.292, 107.0, 81503.50126400008, -0.253, -0.782,
163.356, 723.262, 504.0, 193782.22464399994, -0.866, -3.561,
808.904, 458.025, 1.0, 206551.28462499997, -0.002, -0.564,
247.93, 459.777, 191.0, 21976.36972899997, -0.628, -1.226,
390.35, 917.801, 509.0, 47606.07560099999, -0.896, -1.455,
358.267, 665.915, 296.0, 19254.65922500001, -0.736, -1.123,
72.319, 897.202, 527.0, 652522.976804, -0.618, -11.788,
236.961, 935.241, 599.0, 306917.17208099994, -0.804, -3.142,
95.514, 778.114, 33.0, 592853.5489960001, -0.043, -8.104,
640.842, 916.463, 23.0, 780946.9663689999, -0.026, -1.405,
115.661, 820.805, 520.0, 433145.96802499995, -0.703, -6.393,
351.19, 957.021, 268.0, 539413.5144409998, -0.317, -2.408,
862.093, 929.55, 181.0, 239907.87049999996, -0.255, -0.823,
66.375, 954.868, 927.0, 665654.3974240001, -1.047, -13.339,
17.528, 337.573, 284.0, 94043.72232899998, -0.882, -18.377,
670.307, 753.963, 205.0, 18808.465368999983, -0.46, -0.665,
13.178, 638.833, 70.0, 404417.76188899996, -0.11, -48.367,
112.027, 605.732, 203.0, 275945.331824, -0.359, -5.048,
495.205, 811.716, 173.0, 316201.00465600006, -0.252, -1.387,
243.864, 411.263, 57.0, 113536.26316899998, -0.152, -1.534,
713.669, 158.741, 4.0, 13780.001081000004, -0.029, -0.193,
128.663, 412.353, 200.0, 67104.59660899999, -0.596, -2.609,
132.714, 968.505, 989.0, 412985.351025, -1.228, -6.07,
59.519, 786.631, 529.0, 492846.1261609999, -0.711, -12.506,
462.994, 792.998, 297.0, 78808.95600400004, -0.553, -1.16,
21.297, 306.609, 811.0, 24921.610880999986, -3.492, -10.905,
57.312, 478.563, 910.0, 20406.864968999987, -2.929, -5.421,
645.962, 724.699, 116.0, 225462.27260099992, -0.193, -0.928,
704.69, 823.646, 106.0, 379604.173316, -0.147, -1.022,
232.97, 422.608, 161.0, 28564.841664000007, -0.544, -1.27,
26.107, 575.407, 113.0, 319292.851649, -0.198, -21.842,
210.508, 750.066, 344.0, 272939.99635599996, -0.541, -3.022,
140.94, 981.252, 489.0, 687176.847504, -0.54, -6.422,
564.074, 936.007, 316.0, 163119.568049, -0.472, -1.188,
57.63, 766.526, 919.0, 375714.2286759999, -1.332, -11.968,
469.998, 578.622, 31.0, 276523.66688399995, -0.056, -1.175,
47.311, 596.728, 955.0, 175356.28598399993, -1.881, -10.732,
215.844, 818.888, 67.0, 612731.364544, -0.084, -3.71,
234.509, 383.022, 74.0, 77291.18848400001, -0.224, -1.409,
112.704, 410.631, 339.0, 15791.194160999992, -1.264, -2.379,
269.045, 732.012, 201.0, 319529.38814399985, -0.31, -2.411,
792.101, 260.603, 15.0, 20387.863609000007, -0.074, -0.255,
840.962, 891.24, 115.0, 407466.2176, -0.15, -0.909,
952.931, 491.602, 48.0, 58709.77440399997, -0.131, -0.385,
239.151, 949.079, 248.0, 663513.1562409999, -0.281, -3.687,
882.352, 840.401, 184.0, 56862.76880099997, -0.341, -0.611,
725.544, 576.462, 19.0, 277167.093444, -0.034, -0.76,
202.137, 822.41, 807.0, 23859.972099999897, -1.652, -2.416,
60.663, 894.854, 934.0, 574126.7133160001, -1.13, -13.621,
234.43, 984.978, 431.0, 566024.3404839998, -0.496, -3.705,
166.607, 221.459, 1.0, 48377.660681, -0.005, -1.325,
968.578, 642.638, 60.0, 180524.87904400003, -0.112, -0.551,
261.461, 599.945, 15.0, 344246.34302500007, -0.025, -2.269,
103.997, 993.713, 390.0, 825230.206369, -0.41, -9.145,
412.122, 827.644, 240.0, 289357.470736, -0.352, -1.657,
34.705, 731.275, 636.0, 446473.60562499997, -0.909, -20.162,
8.037, 738.258, 666.0, 523614.306564, -0.911, -90.946,
144.995, 826.079, 744.0, 250901.39424099994, -1.121, -4.576,
460.051, 941.899, 196.0, 526493.742201, -0.235, -1.812,
153.594, 592.309, 539.0, 19681.28748099995, -1.471, -2.385,
54.369, 311.039, 248.0, 42811.21152099998, -0.958, -4.763,
51.67, 540.512, 311.0, 227875.74214399993, -0.611, -9.85,
268.64, 924.645, 791.0, 4991.416025000042, -1.589, -1.852,
48.879, 923.869, 367.0, 781779.5571610001, -0.406, -18.495,
42.333, 559.641, 722.0, 190940.34488099997, -1.449, -11.771,
147.684, 709.726, 387.0, 275096.163076, -0.627, -4.179,
221.743, 617.04, 405.0, 21514.70159999997, -1.061, -1.722,
28.345, 242.44, 302.0, 24536.393599999996, -1.513, -7.04,
628.011, 397.47, 0.0, 157982.4009, 0.0, -0.633,
742.706, 939.653, 35.0, 778968.920409, -0.038, -1.227,
262.253, 729.752, 502.0, 5933.957503999933, -1.244, -1.538,
336.389, 581.14, 247.0, 5371.367599999998, -0.755, -0.973,
315.304, 935.324, 150.0, 685648.5849759999, -0.17, -2.796,
321.303, 902.303, 435.0, 255083.483809, -0.618, -2.19,
223.933, 819.021, 532.0, 194265.9744409999, -0.845, -2.813,
587.112, 868.967, 279.0, 99886.655089, -0.471, -1.009,
203.297, 881.034, 518.0, 354989.525156, -0.701, -3.632,
141.871, 612.294, 149.0, 290348.82643599994, -0.259, -4.057,
312.213, 865.929, 255.0, 431375.7730409999, -0.335, -2.439,
637.091, 752.646, 93.0, 329478.1493159999, -0.14, -1.041,
101.212, 676.281, 24.0, 447639.6389609999, -0.036, -6.646,
26.867, 857.173, 794.0, 649415.9599289999, -0.955, -30.949,
315.558, 884.327, 0.0, 782034.242929, 0.0, -2.802,
485.709, 793.094, 225.0, 191859.99283600005, -0.366, -1.267,
87.648, 496.352, 11.0, 242508.795904, -0.022, -5.641,
82.689, 933.818, 502.0, 705976.5451239999, -0.566, -10.727,
69.367, 956.929, 674.0, 728699.679041, -0.745, -13.051,
924.939, 433.363, 34.0, 62011.78576900001, -0.1, -0.369,
20.688, 338.595, 68.0, 109019.43802500002, -0.203, -16.163,
392.714, 725.752, 47.0, 452885.73350399995, -0.067, -1.781,
464.313, 763.738, 51.0, 488575.8806440001, -0.07, -1.575,
26.606, 746.883, 224.0, 533995.2396890001, -0.303, -27.769,
145.63, 525.982, 389.0, 50056.78432399998, -1.038, -2.574,
201.17, 988.447, 89.0, 905410.951809, -0.092, -4.822,
529.034, 645.677, 172.0, 52923.39632900001, -0.393, -0.828,
942.588, 930.825, 183.0, 176460.76462500007, -0.271, -0.717,
66.823, 983.615, 549.0, 820755.160225, -0.581, -14.139,
693.315, 922.64, 203.0, 288292.7895999999, -0.278, -1.053,
408.86, 998.17, 28.0, 950551.0288999999, -0.028, -2.413,
95.491, 917.835, 761.0, 551746.4832250001, -0.917, -8.695,
145.672, 545.66, 276.0, 136922.94759999998, -0.603, -3.143,
255.612, 879.392, 131.0, 639389.6016640001, -0.156, -3.284,
128.294, 817.741, 495.0, 414678.22308100003, -0.677, -5.697,
413.455, 733.784, 156.0, 280443.038656, -0.247, -1.528,
305.587, 251.178, 22.0, 36198.731684, -0.1, -0.722,
210.676, 454.513, 223.0, 18659.07516899999, -0.755, -1.403,
901.595, 842.567, 87.0, 396164.089489, -0.118, -0.816,
821.113, 226.968, 15.0, 2247.6930239999856, -0.109, -0.167,
152.902, 693.757, 79.0, 432981.7430489999, -0.117, -4.42,
401.82, 559.413, 92.0, 165073.144569, -0.191, -1.202,
45.825, 317.642, 26.0, 96130.640164, -0.083, -6.849,
326.74, 988.996, 719.0, 38408.848016, -1.214, -1.813,
140.632, 568.53, 157.0, 234909.46489999996, -0.298, -3.745,
147.11, 742.577, 820.0, 68899.8009289999, -1.632, -3.416,
136.752, 935.902, 468.0, 619912.8096040001, -0.543, -6.301,
214.781, 967.155, 573.0, 443110.7420249999, -0.702, -3.801,
484.486, 981.807, 293.0, 396127.3932490001, -0.364, -1.663,
728.999, 684.671, 145.0, 45954.958241000015, -0.323, -0.617,
95.721, 452.301, 421.0, 43382.03060099998, -1.275, -3.451,
82.36, 818.586, 575.0, 480655.039396, -0.761, -9.178,
196.978, 792.169, 312.0, 381703.180561, -0.443, -3.579,
48.528, 961.121, 106.0, 903177.704641, -0.111, -19.695,
180.432, 599.347, 159.0, 244462.074409, -0.291, -3.031,
165.805, 938.612, 513.0, 540760.626544, -0.613, -5.048,
180.852, 640.902, 456.0, 80881.32560400007, -0.986, -2.558,
38.429, 950.424, 195.0, 873331.159776, -0.207, -24.525,
131.845, 654.151, 11.0, 422112.35080099996, -0.017, -4.945,
277.728, 861.784, 196.0, 524932.910656, -0.247, -2.856,
122.947, 828.758, 417.0, 481764.226564, -0.548, -6.193,
53.74, 432.569, 712.0, 34064.419761, -2.307, -5.742,
949.808, 966.432, 37.0, 793419.226624, -0.04, -0.978,
166.524, 866.756, 150.0, 651351.563536, -0.179, -5.026,
468.916, 448.148, 103.0, 7643.237904000038, -0.385, -0.571,
737.874, 755.733, 39.0, 456024.023289, -0.055, -0.97,
190.325, 574.444, 62.0, 282785.309136, -0.112, -2.906,
185.52, 910.377, 843.0, 203212.84212899988, -1.239, -3.669,
457.701, 478.1, 5.0, 219425.59000000003, -0.011, -1.034,
146.632, 968.901, 830.0, 451950.90780099994, -1.011, -5.596,
159.139, 797.329, 466.0, 339098.43824099994, -0.676, -4.335,
132.243, 791.547, 559.0, 330851.305209, -0.818, -5.168,
210.436, 739.164, 264.0, 324143.00289600005, -0.404, -3.109,
96.981, 668.615, 835.0, 123129.47822500003, -1.638, -5.256,
88.961, 990.041, 97.0, 945664.3136810001, -0.099, -11.03,
709.011, 616.453, 8.0, 357325.949209, -0.013, -0.856,
876.412, 471.865, 39.0, 85936.30622500001, -0.102, -0.436,
790.871, 773.509, 53.0, 430651.521081, -0.074, -0.904,
144.851, 809.324, 259.0, 504939.7009759999, -0.341, -5.246,
47.729, 331.489, 476.0, 19008.94112099998, -2.028, -4.917,
204.547, 878.046, 622.0, 262051.84211600013, -0.895, -3.398,
772.625, 821.484, 167.0, 158722.46225600003, -0.274, -0.789,
79.345, 874.59, 183.0, 706827.1281, -0.213, -10.809,
487.951, 747.797, 160.0, 246911.71320900007, -0.257, -1.275,
187.408, 828.908, 716.0, 150351.960464, -1.177, -3.246,
22.756, 698.743, 598.0, 433809.42804900004, -0.881, -29.825,
834.79, 752.079, 60.0, 365273.2222409999, -0.088, -0.812,
206.381, 692.054, 236.0, 284115.07491599995, -0.385, -2.968,
147.575, 957.456, 394.0, 684143.7919360001, -0.442, -6.046,
338.657, 744.715, 220.0, 256582.2712250001, -0.352, -1.847,
413.305, 772.267, 349.0, 19422.539289000095, -0.766, -1.103,
77.248, 269.834, 114.0, 37585.299556, -0.492, -3.001,
108.078, 605.97, 834.0, 6651.432900000073, -2.426, -3.181,
58.129, 407.948, 188.0, 122708.56270399998, -0.496, -6.522,
225.321, 794.265, 400.0, 270343.290225, -0.609, -2.916,
21.836, 299.618, 28.0, 87325.313924, -0.094, -13.627,
134.169, 835.463, 226.0, 576709.6483689998, -0.283, -5.944,
704.051, 915.778, 223.0, 210635.85328399995, -0.324, -0.976,
139.509, 725.01, 3.0, 523965.39209999994, -0.004, -5.193,
943.567, 862.92, 117.0, 303041.57039999985, -0.166, -0.749,
204.984, 688.91, 320.0, 212217.46809999994, -0.557, -2.804,
182.022, 554.972, 378.0, 32776.65678399999, -1.027, -2.022,
22.534, 979.781, 334.0, 929865.3839609999, -0.344, -43.137,
2.213, 927.029, 264.0, 857045.838841, -0.285, -418.617,
98.627, 906.038, 823.0, 496224.773444, -1.022, -8.164,
8.463, 325.357, 251.0, 97360.32544900003, -0.788, -37.657,
12.116, 730.364, 560.0, 506291.73249600007, -0.777, -59.504,
84.221, 815.962, 991.0, 331941.941444, -1.424, -8.265,
391.132, 911.429, 143.0, 606975.318041, -0.169, -2.161,
220.437, 814.553, 739.0, 11884.81780900003, -1.6, -2.095,
72.526, 935.871, 120.0, 841042.048641, -0.13, -12.774,
505.426, 613.862, 65.0, 245415.79504399997, -0.117, -1.097,
254.043, 889.693, 3.0, 788505.118249, -0.003, -3.499,
2.312, 556.85, 340.0, 306937.60250000004, -0.612, -240.24,
33.476, 754.962, 58.0, 562201.1894439999, -0.077, -22.475,
497.681, 937.58, 2.0, 875074.8084000001, -0.002, -1.882,
155.005, 187.687, 34.0, 14145.729969000007, -0.222, -0.989,
91.699, 319.577, 142.0, 50044.426929, -0.523, -2.962,
581.305, 869.138, 195.0, 301982.96304400015, -0.275, -1.22,
166.479, 869.137, 709.0, 283264.68076899985, -1.012, -4.209,
323.343, 783.498, 113.0, 467718.08000400005, -0.154, -2.269,
607.936, 983.243, 223.0, 424487.88504900003, -0.273, -1.345,
326.235, 490.783, 165.0, 25552.85308900001, -0.507, -0.997,
56.897, 759.512, 789.0, 397291.5461439999, -1.135, -12.213,
321.64, 256.017, 4.0, 60398.464289, -0.016, -0.78,
94.491, 798.649, 97.0, 601177.717201, -0.123, -8.329,
13.223, 496.906, 667.0, 211636.608836, -1.394, -36.185,
195.45, 577.129, 33.0, 307278.482641, -0.058, -2.894,
10.281, 147.958, 130.0, 16545.449764, -0.94, -13.451,
515.729, 986.125, 33.0, 904366.287625, -0.034, -1.878,
229.362, 506.691, 103.0, 162238.62548099997, -0.227, -1.983,
75.231, 454.346, 191.0, 148953.803716, -0.455, -5.585,
474.577, 740.742, 110.0, 339884.83056399995, -0.166, -1.395,
382.003, 395.072, 99.0, 4808.697184000019, -0.426, -0.608,
588.378, 724.416, 86.0, 322376.50905600004, -0.133, -1.098,
83.94, 802.806, 592.0, 445727.5536360001, -0.805, -8.759,
92.299, 495.779, 142.0, 193370.984841, -0.304, -5.068,
255.878, 668.272, 123.0, 320695.4899840001, -0.199, -2.412,
94.613, 846.819, 889.0, 380658.59076099994, -1.215, -7.736,
93.356, 695.802, 7.0, 481526.45520400006, -0.01, -7.443,
378.722, 713.295, 62.0, 414866.70102499996, -0.091, -1.792,
672.838, 809.77, 40.0, 548073.3729, -0.052, -1.152,
25.881, 891.779, 550.0, 738331.584841, -0.628, -33.829,
235.018, 930.766, 318.0, 567382.4507559999, -0.378, -3.583,
6.138, 868.43, 905.0, 731951.1048999998, -1.05, -140.434,
360.305, 695.744, 177.0, 228963.77353600005, -0.301, -1.63,
426.997, 906.843, 390.0, 156248.9066489999, -0.599, -1.525,
426.379, 584.762, 6.0, 331713.5006439999, -0.01, -1.361,
142.744, 883.846, 48.0, 753776.903716, -0.055, -6.137,
767.145, 781.637, 61.0, 423773.0197689999, -0.085, -0.934,
94.674, 888.394, 914.0, 443115.755236, -1.176, -8.207,
263.287, 805.933, 122.0, 521043.944489, -0.16, -2.901,
266.261, 982.011, 535.0, 394547.0641209999, -0.665, -3.024,
19.486, 775.572, 17.0, 600186.8791840001, -0.022, -39.78,
344.527, 821.406, 214.0, 379792.704836, -0.298, -2.086,
174.794, 983.688, 470.0, 639029.3613439999, -0.527, -5.101,
46.126, 816.307, 432.0, 586651.390249, -0.546, -17.151,
557.378, 969.355, 233.0, 420172.82002499996, -0.288, -1.451,
836.0, 822.972, 196.0, 21858.912783999927, -0.404, -0.581,
43.865, 689.091, 7.0, 473618.18628100003, -0.01, -15.699,
368.781, 690.6, 144.0, 264510.5040000001, -0.239, -1.634,
890.962, 583.986, 0.0, 341039.64819599997, 0.0, -0.655,
82.522, 700.681, 770.0, 236786.10376100003, -1.297, -7.194,
5.808, 379.289, 671.0, 128271.473521, -1.82, -63.485,
43.328, 491.979, 478.0, 159200.200441, -1.073, -10.282,
837.325, 621.594, 78.0, 125133.70083600003, -0.16, -0.582,
74.236, 686.15, 820.0, 227307.74249999993, -1.41, -7.833,
545.811, 498.047, 76.0, 82124.27020900001, -0.194, -0.719,
752.985, 451.64, 38.0, 89524.96959999998, -0.101, -0.499,
286.069, 994.328, 394.0, 537843.4275839999, -0.456, -3.02,
151.704, 990.626, 565.0, 638488.8318759999, -0.631, -5.899,
462.453, 871.738, 312.0, 182785.79664400022, -0.48, -1.405,
4.483, 670.868, 661.0, 438210.821424, -0.992, -148.655,
204.317, 484.387, 261.0, 21323.817768999987, -0.828, -1.543,
819.454, 388.092, 36.0, 32614.024463999987, -0.127, -0.347,
31.122, 625.124, 311.0, 352064.24737600004, -0.51, -19.576,
237.702, 867.912, 224.0, 540290.247744, -0.279, -3.372,
934.078, 829.925, 59.0, 468333.0976249999, -0.078, -0.811,
164.944, 404.904, 34.0, 141514.865216, -0.087, -2.368,
145.26, 987.778, 137.0, 896102.8972840001, -0.142, -6.658,
288.534, 960.887, 583.0, 250442.53876899998, -0.798, -2.532,
44.918, 827.142, 728.0, 553362.6721640001, -0.927, -17.488,
243.187, 531.735, 19.0, 264259.898225, -0.036, -2.15,
547.553, 883.022, 80.0, 604510.8924840001, -0.096, -1.516,
130.733, 535.279, 494.0, 28195.199841000023, -1.405, -2.689,
385.361, 952.199, 38.0, 848108.0636009999, -0.041, -2.43,
156.977, 988.2, 819.0, 462282.5880000001, -0.982, -5.313,
68.448, 550.908, 759.0, 95691.49646400003, -1.765, -6.284,
153.551, 491.429, 49.0, 211406.46604099998, -0.103, -3.097,
596.75, 282.03, 16.0, 41348.92089999998, -0.066, -0.407,
79.806, 890.277, 378.0, 671926.464729, -0.442, -10.713,
75.497, 783.17, 572.0, 440618.1128999999, -0.791, -9.583,
250.208, 983.912, 156.0, 811953.031744, -0.166, -3.767,
123.62, 692.562, 71.0, 444534.043844, -0.104, -5.498,
949.707, 951.493, 138.0, 381100.6650490001, -0.176, -0.826,
65.074, 933.323, 798.0, 663375.614329, -0.913, -13.429,
248.896, 756.294, 243.0, 330053.702436, -0.365, -2.673,
342.585, 863.891, 178.0, 502387.1398809999, -0.226, -2.295,
75.217, 880.197, 173.0, 722696.594809, -0.2, -11.502,
629.753, 819.717, 179.0, 221032.8120889999, -0.278, -1.024,
384.629, 823.105, 265.0, 269795.1010249999, -0.395, -1.745,
593.067, 800.286, 35.0, 557428.3017959999, -0.045, -1.304,
105.649, 325.421, 166.0, 35747.89124099999, -0.645, -2.435,
443.253, 418.518, 93.0, 10267.200323999976, -0.358, -0.586,
76.302, 919.909, 740.0, 620378.648281, -0.867, -11.189,
63.454, 923.931, 186.0, 806438.7167610001, -0.204, -14.356,
111.825, 851.6, 168.0, 650076.16, -0.203, -7.413,
10.458, 666.589, 837.0, 409327.51092100004, -1.281, -62.458,
95.766, 661.993, 401.0, 284626.068049, -0.671, -6.242,
88.479, 869.254, 554.0, 559533.052516, -0.685, -9.139,
778.659, 743.401, 101.0, 238066.81080099993, -0.164, -0.791,
373.496, 860.348, 215.0, 418992.12110399996, -0.285, -2.018,
184.003, 858.631, 518.0, 355992.978161, -0.712, -3.955,
313.187, 969.733, 359.0, 490645.5592889999, -0.43, -2.666,
172.37, 987.357, 546.0, 598417.7654489998, -0.62, -5.108,
338.738, 889.479, 78.0, 685486.6354410001, -0.091, -2.535,
529.764, 783.819, 108.0, 385514.1767609999, -0.154, -1.326,
214.345, 738.046, 319.0, 271207.67811600014, -0.507, -2.936,
530.846, 941.472, 111.0, 650673.9027839999, -0.127, -1.647,
156.371, 668.691, 227.0, 305162.785481, -0.372, -3.905,
463.06, 945.122, 33.0, 832131.6748839999, -0.036, -2.006,
131.961, 861.174, 157.0, 658749.1502759999, -0.188, -6.338,
47.737, 302.852, 187.0, 56012.05790399999, -0.693, -5.651,
563.943, 971.063, 118.0, 676782.253969, -0.132, -1.59,
16.561, 677.497, 351.0, 435750.5410089999, -0.525, -40.384,
72.437, 975.227, 997.0, 662188.9455289999, -1.115, -12.349,
157.374, 157.531, 12.0, 17262.063961, -0.083, -0.918,
301.97, 720.596, 403.0, 32482.955215999915, -0.895, -1.492,
